product,original_price,selling_price,category,source,rating,main_category,discount,price_range
A Click Away Women Heels,1498.0,599.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,60.01335113484646,Economy
ARRA Solid Wood 1 Seater Sofa,13900.0,13900.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,0.0,Luxury
Faith Leenise 1000122 Women Heels,3290.0,985.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,70.06079027355622,Economy
Selfie Women Heels,1200.0,699.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,41.75,Economy
Mentiezi Printed Tie,699.0,631.0,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Ties >> Mentiezi Ties""]",Flipkart,,Clothing,9.72818311874106,Economy
Tiny Seed Beanie Cap,1200.0,665.0,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Caps >> Tiny Seed Caps""]",Flipkart,,Clothing,44.583333333333336,Economy
Jewbang Alloy Yellow Gold Bangle Set,2600.0,899.0,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Flipkart,,Jewellery,65.42307692307693,Economy
Favourite BikerZ FBZ 8780 112 dB Vehicle Horn,599.0,376.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,37.228714524207014,Budget
EIRA Casual Printed Women's Kurti,1499.0,499.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> EIRA Kurtis""]",Flipkart,,Clothing,66.711140760507,Budget
Durian Leatherette 2 Seater Sofa,37000.0,24050.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Life by Shoppers Stop Geometric Print V-neck Casual Men's Reversible Sweater,1299.0,779.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Life by Shoppers Stop Sweaters""]",Flipkart,,Clothing,40.03079291762894,Economy
VLCC Natural Sciences Oil Free Sunscreen Gel SPF 15 (Pack of 2) - SPF 15,470.0,394.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> VLCC Sunscreen""]",Flipkart,,Beauty and Personal Care,16.170212765957448,Budget
Dumdaar.Com Formal Printed Women's Kurti,999.0,399.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Dumdaar.Com Kurtis""]",Flipkart,,Clothing,60.06006006006006,Budget
Hunny Bunny Printed Girl's Jumpsuit,2150.0,1075.0,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dungarees & Jumpsuits >> Jumpsuits >> Hunny Bunny Jumpsuits""]",Flipkart,,Clothing,50.0,Mid-Range
Ffc New York Women Heels,2999.0,799.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,73.35778592864288,Economy
Aadolf Women Heels,1400.0,599.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,57.214285714285715,Economy
Vero Moda Casual Short Sleeve Printed Women's Top,1295.0,1295.0,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Vero Moda Tops""]",Flipkart,,Clothing,0.0,Mid-Range
Lotus Safe Sun UV Screen MatteGel - SPF 50 PA+++,395.0,320.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Lotus Sunscreen""]",Flipkart,,Beauty and Personal Care,18.9873417721519,Budget
Fashigo Casual Embroidered Women's Kurti,949.0,439.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Fashigo Kurtis""]",Flipkart,,Clothing,53.74077976817703,Budget
Finolex 3 W LED Bulb,920.0,390.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Finolex Bulbs""]",Flipkart,,Kitchen & Dining,57.608695652173914,Budget
Astaberry Detan Sun Tan Removal Pack Pack of 2 - SPF 50 PA+,180.0,170.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Astaberry Sunscreen""]",Flipkart,,Beauty and Personal Care,5.555555555555555,Budget
Durian Clinton/A/3 Leather 3 Seater Sofa,73500.0,47775.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Xtreme MB Windtone For TVS Pep Plus 110 dB Vehicle Horn,699.0,349.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,50.07153075822603,Budget
Oshea Herbals UVSHIELD - Sunscreen Gel - SPF 20 PA+,195.0,180.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Oshea Herbals Sunscreen""]",Flipkart,,Beauty and Personal Care,7.6923076923076925,Budget
Generix Book Cover for ASUS Fonepad 7 2014 FE170CG,1499.0,299.0,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Generix Cases & Covers""]",Flipkart,,Mobiles & Accessories,80.0533689126084,Budget
Hunny Bunny Solid Girl's Jumpsuit,1520.0,999.0,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dungarees & Jumpsuits >> Jumpsuits >> Hunny Bunny Jumpsuits""]",Flipkart,,Clothing,34.276315789473685,Economy
Natures Essence Sunban Sunscreen Lotion - SPF 40 PA++,120.0,105.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Natures Essence Sunscreen""]",Flipkart,,Beauty and Personal Care,12.5,Budget
Durian Fabric 2 Seater Sofa,84300.0,54795.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Durian BID/32626/A/1 Leatherette 1 Seater Sofa,17500.0,11375.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Richfeel Sunshield - SPF 30 PA++,299.0,224.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Richfeel Sunscreen""]",Flipkart,,Beauty and Personal Care,25.08361204013378,Budget
"eStyle Casual, Festive Polka Print Women's Kurti",990.0,395.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> eStyle Kurtis""]",Flipkart,,Clothing,60.1010101010101,Budget
VRCT 0.5 W LED Bulb,950.0,450.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> VRCT Bulbs""]",Flipkart,,Kitchen & Dining,52.63157894736842,Budget
Jojo Flip Cover for Prestigio Multipad 7.0 Ultra +,990.0,285.0,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Jojo Cases & Covers""]",Flipkart,,Mobiles & Accessories,71.21212121212122,Budget
Flora Solid Women's Kurti,999.0,425.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Flora Kurtis""]",Flipkart,,Clothing,57.45745745745746,Budget
Dark Horses Trading Co Floral Print Women's Kurti,1199.0,349.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Dark Horses Trading Co Kurtis""]",Flipkart,,Clothing,70.89241034195163,Budget
Speedwav Twin Tone 2 Pipe Car Air Pressure -Fiat Palio 200 dB Vehicle Horn,2500.0,1048.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,58.08,Mid-Range
Fabarena Casual Self Design Women's Kurti,1149.0,349.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Fabarena Kurtis""]",Flipkart,,Clothing,69.62576153176676,Budget
Mast & Harbour Solid V-neck Casual Men's Sweater,1299.0,909.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Mast & Harbour Sweaters""]",Flipkart,,Clothing,30.023094688221708,Economy
Yc UV Sunscreen Lotion - SPF 0 PA+,2000.0,1299.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Yc Sunscreen""]",Flipkart,,Beauty and Personal Care,35.05,Mid-Range
Catwalk Women Heels,2795.0,699.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,74.99105545617174,Economy
Veinice Stone Jewel Set,699.0,335.0,"[""Jewellery >> Jewellery Sets""]",Flipkart,,Jewellery,52.07439198855508,Budget
Biotique Bxl Cellular Protection Cream Spf 40 Uva/Uvb Sunscreen - SPF 40 PA+++,995.0,995.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Biotique Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Economy
Lotus Sun Block Cream - SPF 30 PA++,295.0,265.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Lotus Sunscreen""]",Flipkart,,Beauty and Personal Care,10.16949152542373,Budget
Finesse NUTL4474G Dupian Saree Falls,1600.0,1300.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Saree Falls >> Finesse Saree Falls""]",Flipkart,,Clothing,18.75,Mid-Range
Durian Helena Fabric 3 Seater Sofa,108900.0,70785.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Speedwav Car / Bike Loud Hooter Dog Horn-Hyundai Xcent 110 dB Vehicle Horn,900.0,778.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,13.555555555555557,Economy
Banana Boat Quick Dri Sport Sunscreen Spray Body & Scalp - SPF 10 PA+,1600.0,1550.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Banana Boat Sunscreen""]",Flipkart,,Beauty and Personal Care,3.125,Mid-Range
Durian BID/32625/A/1 Leatherette 1 Seater Sofa,13400.0,8710.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
IDK Casual 3/4 Sleeve Solid Women's Top,1699.0,1399.0,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> IDK Tops""]",Flipkart,,Clothing,17.657445556209534,Mid-Range
Nature'S Aloe Vera Sunscreen Lotion - SPF 15 PA+,275.0,244.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Nature'S Sunscreen""]",Flipkart,,Beauty and Personal Care,11.272727272727273,Budget
Sebamed Multi Protect Sun Spray - SPF 30 PA+,1300.0,1219.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Sebamed Sunscreen""]",Flipkart,,Beauty and Personal Care,6.230769230769231,Mid-Range
Just Herbs Sunnil Jojoba-Grapeseed Moisturising Sun Protection Lotion - SPF 30,395.0,395.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Just Herbs Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Budget
Faith Leenise 1000119 Women Heels,2190.0,985.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,55.02283105022832,Economy
Miss Chase Party Sleeveless Solid Women's Top,1299.0,1039.0,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Miss Chase Tops""]",Flipkart,,Clothing,20.01539645881447,Mid-Range
"Fpc Creations Casual, Party Solid Women's Kurti",1199.0,499.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Fpc Creations Kurtis""]",Flipkart,,Clothing,58.381984987489574,Budget
Eveready 14 W LED Bulb,899.0,420.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Eveready Bulbs""]",Flipkart,,Kitchen & Dining,53.281423804226925,Budget
Faith Leenise 1000801 Women Heels,2190.0,985.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,55.02283105022832,Economy
Finesse NUTL4474P Dupian Saree Falls,1600.0,1300.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Saree Falls >> Finesse Saree Falls""]",Flipkart,,Clothing,18.75,Mid-Range
Faith Leenise 100105 Women Heels,2170.0,990.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,54.377880184331794,Economy
MOCC New Horn Set Imported With 18 Tunes 110 dB Vehicle Horn,999.0,280.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,71.97197197197197,Budget
Durian Tulsa Leatherette 3 Seater Sofa,75300.0,48945.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
"Pierre Carlo Solid, Self Design V-neck Casual Men's Sweater",799.0,799.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Pierre Carlo Sweaters""]",Flipkart,,Clothing,0.0,Economy
Van Heusen Casual 3/4 Sleeve Printed Women's Top,2495.0,1497.0,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Van Heusen Tops""]",Flipkart,,Clothing,40.0,Mid-Range
Faith Leenise 10003 Women Heels,1630.0,745.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,54.29447852760736,Economy
Gaura Casual Printed Women's Kurti,1099.0,499.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gaura Kurtis""]",Flipkart,,Clothing,54.5950864422202,Budget
Milky Way 10 W LED Bulb,897.0,330.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Milky Way Bulbs""]",Flipkart,,Kitchen & Dining,63.21070234113713,Budget
Alvaro Checkered Tie,599.0,499.0,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Ties >> Alvaro Ties""]",Flipkart,,Clothing,16.69449081803005,Budget
Durian Richmond Leatherette 1 Seater Sofa,38080.0,21325.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,43.999474789915965,Luxury
Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++,399.0,399.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Keya Seth Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Budget
Jovees Anjeer & Carrot Sunblock (Pack of 2) - SPF 45,330.0,323.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Jovees Sunscreen""]",Flipkart,,Beauty and Personal Care,2.1212121212121215,Budget
Organic Harvest Monsoon Sunscreen - SPF 30 PA++,495.0,450.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Organic Harvest Sunscreen""]",Flipkart,,Beauty and Personal Care,9.090909090909092,Budget
Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+,450.0,270.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Whiteherbs Sunscreen""]",Flipkart,,Beauty and Personal Care,40.0,Budget
Vichy Capital Soleil Velvety Cream - SPF 50 PA+,1200.0,1055.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Vichy Sunscreen""]",Flipkart,,Beauty and Personal Care,12.083333333333334,Mid-Range
Durian Leather 1 Seater Sofa,69300.0,45045.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
X Gold India Red Beads Jhaler Metal Jewel Set,1147.0,499.0,"[""Jewellery >> Jewellery Sets""]",Flipkart,,Jewellery,56.49520488230165,Budget
Rashmi 23 W CFL 3U Lamp B22 Cap Bulb,1050.0,990.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Rashmi Bulbs""]",Flipkart,,Kitchen & Dining,5.714285714285714,Economy
Aveeno Baby Continuous Protection Lotion Sunscreen With Broad Spectrum - SPF 55 PA+,1099.0,1099.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Aveeno Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Mid-Range
Xtreme 3 Pipe Air Pressure For Suzuki Sling Shot Plus 110 dB Vehicle Horn,1999.0,1199.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,40.0200100050025,Mid-Range
Leebonee Striped V-neck Casual Men's Sweater,1045.0,899.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Leebonee Sweaters""]",Flipkart,,Clothing,13.971291866028709,Economy
Adorn A10-25206 Red Women Heels,1599.0,699.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,56.28517823639775,Economy
Durian Berry Solid Wood 1 Seater Sofa,23100.0,15015.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Anherb Combo of Sunscreen Lotion (Pack of 2) - SPF 20 PA+,290.0,261.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Anherb Sunscreen""]",Flipkart,,Beauty and Personal Care,10.0,Budget
Thalgo Age Defence Sun Lotion - SPF 30 PA++,1730.0,1730.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Thalgo Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Mid-Range
Xtreme MB Windtone For Bajaj Discover 100 DTS-i 110 dB Vehicle Horn,699.0,349.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,50.07153075822603,Budget
Durian Berry Solid Wood 2 Seater Sofa,42000.0,27300.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Durian Salina Leatherette 2 Seater Sofa,54300.0,35295.0,"[""Furniture >> Living Room >> Sofas & Sectionals""]",Flipkart,,Furniture,35.0,Luxury
Unimod Casual Short Sleeve Solid Women's Top,1449.0,1449.0,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Unimod Tops""]",Flipkart,,Clothing,0.0,Mid-Range
Kanu Flip Cover for XOLO Play Tegra Note Tablt,599.0,329.0,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Kanu Cases & Covers""]",Flipkart,,Mobiles & Accessories,45.07512520868113,Budget
Philips 9.5 W LED B22 3000K A55 IND Bulb,699.0,419.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Philips Bulbs""]",Flipkart,,Kitchen & Dining,40.05722460658083,Budget
Roadster Solid Turtle Neck Casual Men's Sweater,1399.0,839.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Roadster Sweaters""]",Flipkart,,Clothing,40.02859185132237,Economy
Pierre Carlo Solid V-neck Casual Men's Sweater,999.0,999.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Pierre Carlo Sweaters""]",Flipkart,,Clothing,0.0,Economy
Gaura Casual Solid Women's Kurti,1099.0,499.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Gaura Kurtis""]",Flipkart,,Clothing,54.5950864422202,Budget
Bosch 49605 110 dB Vehicle Horn,665.0,550.0,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",Flipkart,,Automotive,17.293233082706767,Economy
Banana Boat Baby Sunscreen Lotion Spf50 - 90ml (3oz) - SPF 50 PA+,995.0,695.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Banana Boat Sunscreen""]",Flipkart,,Beauty and Personal Care,30.15075376884422,Economy
Aroma Magic Cucumber Sun Screen Lotion 2 - SPF 30 PA++,570.0,558.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Aroma Magic Sunscreen""]",Flipkart,,Beauty and Personal Care,2.1052631578947367,Economy
Lotus Herbals Safe Sun Matte Gel - SPF 50 PA+++,295.0,275.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Lotus Sunscreen""]",Flipkart,,Beauty and Personal Care,6.779661016949152,Budget
Neutrogena Clear Face Lotion - SPF 30,2106.0,1049.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Neutrogena Sunscreen""]",Flipkart,,Beauty and Personal Care,50.18993352326686,Mid-Range
Jafra UV Blocker - SPF 30 PA+++,840.0,756.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Jafra Sunscreen""]",Flipkart,,Beauty and Personal Care,10.0,Economy
Faith Leenise Slip on Women Heels,2090.0,760.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,63.63636363636363,Economy
Beora Fashion Statement Alloy Jewel Set,1199.0,349.0,"[""Jewellery >> Jewellery Sets""]",Flipkart,,Jewellery,70.89241034195163,Budget
Lotus Daily Multi-Function Sun Block - SPF 70 PA+++,1540.0,1540.0,"[""Beauty and Personal Care >> Body and Skin Care >> Face Care >> Sunscreen >> Lotus Sunscreen""]",Flipkart,,Beauty and Personal Care,0.0,Mid-Range
Faith Leenise 1000211 Women Heels,2590.0,799.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,69.15057915057915,Economy
Jojo Book Cover for Samsung Galaxy Tab 2 P3110 (16Gb),590.0,285.0,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Jojo Cases & Covers""]",Flipkart,,Mobiles & Accessories,51.69491525423729,Budget
"Camy Alloy, Metal Jewel Set",1360.0,299.0,"[""Jewellery >> Jewellery Sets""]",Flipkart,,Jewellery,78.01470588235294,Budget
CFS Fusion Night Flight Eau de Parfum  -  100 ml,450.0,387.0,"[""Beauty and Personal Care >> Fragrances >> Perfumes >> Eaux De Parfum >> CFS Eaux De Parfum""]",Flipkart,,Beauty and Personal Care,14.000000000000002,Budget
Designersareez Casual Printed Women's Kurti,1499.0,399.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Designersareez Kurtis""]",Flipkart,,Clothing,73.3822548365577,Budget
Faith Leenise 1000137 Women Heels,2190.0,765.0,"[""Footwear >> Women's Footwear >> Heels""]",Flipkart,,Footwear,65.06849315068493,Economy
"Galaxy 12 W, 18 W LED Bulb",1000.0,399.0,"[""Kitchen & Dining >> Lighting >> Bulbs >> Galaxy Bulbs""]",Flipkart,,Kitchen & Dining,60.099999999999994,Budget
InstaNote Iconic Colored Pages A5 Notebook Hand Sewn,179.0,179.0,"[""Pens & Stationery >> Diaries & Notebooks >> Planners & Organisers >> Planners >> InstaNote Planners""]",Flipkart,,Pens & Stationery,0.0,Budget
